3327:0.0167386 3216:0.0130677 2133:0.0127561 1964:0.0108638 2008:0.00991303 
3327:0.018648 2000:0.00846831 1912:0.00221847 2417:0.00216682 2710:0.00174891 
3327:0.0172833 2417:0.00739629 3373:0.00727135 344:0.00391689 2797:0.00272583 
3327:0.0214445 698:0.0161671 2818:0.00986903 3049:0.00329776 1106:0.00298499 
1542:0.0311691 3327:0.0232706 1905:0.0157885 1958:0.0141959 1205:0.0132783 
2818:0.0262701 3083:0.0179939 3327:0.0143049 340:0.0114581 2203:0.0096808 
3327:0.0191177 323:0.0164619 696:0.0116921 2933:0.0101874 697:0.00727002 
636:0.0400227 3327:0.0383695 1467:0.0227482 1461:0.0192893 2984:0.0182981 
3327:0.0309476 3094:0.0118995 1620:0.0106845 2762:0.00795382 2697:0.00634115 
2462:0.0168253 3327:0.00951239 3065:0.00820271 1154:0.00661688 1197:0.00644796 
3327:0.0163926 1627:0.0161919 2762:0.0144997 3367:0.0116449 892:0.0114687 
1461:0.0280571 2278:0.0260445 1107:0.00885363 3327:0.00796389 236:0.00476965 
3327:0.0199432 2417:0.0049772 2818:0.00310612 268:0.0012489 953:0.00106086 
284:0.0334127 3327:0.0261518 2417:0.00509671 3373:0.00341257 679:0.00337626 
3327:0.0188485 2203:0.0179427 284:0.00419038 301:0.00362359 2573:0.00247808 
3327:0.0293003 650:0.0150551 1231:0.0133568 2685:0.0130109 2696:0.00725969 
3327:0.0201166 2456:0.0174995 284:0.00695367 300:0.00472946 2417:0.00403846 
3327:0.0193972 2573:0.0134496 3297:0.00310005 2040:0.00257099 2042:0.00230056 
3327:0.018948 3363:0.0115761 2663:0.00548773 3297:0.0019896 929:0.00168591 
3327:0.0167106 1423:0.0144276 1413:0.0136965 236:0.011101 1335:0.010185 
3327:0.0338057 2203:0.0325831 3083:0.0121218 1575:0.010206 1787:0.00973258 
3327:0.0232426 1496:0.0154053 3083:0.0104132 2772:0.00692937 1124:0.0037469 
2933:0.0395721 3327:0.0304257 323:0.0245882 2479:0.0231013 2788:0.0141108 
3327:0.0549241 1376:0.00868345 2649:0.00639804 2762:0.0058378 2685:0.00458909 
3327:0.0155402 2417:0.00350827 2671:0.00344084 2818:0.00332769 1335:0.00252938 
2788:0.0257029 3327:0.0230289 2573:0.00283459 2552:0.00194523 953:0.00106086 
3327:0.0201557 2462:0.013936 2747:0.00681109 2685:0.00615993 929:0.00294103 
3327:0.0251493 2095:0.011495 1594:0.0100888 2552:0.00959894 3049:0.00926714 
3327:0.0322229 2788:0.0315964 1498:0.0130907 2071:0.0120988 2685:0.00940422 
3327:0.0130581 2573:0.0114951 3085:0.0077869 2016:0.00483522 3086:0.00429917 
1330:0.00847188 3327:0.0080937 2187:0.00567066 1335:0.00543392 268:0.00404626 
2933:0.0288542 323:0.0235025 2447:0.0205003 2788:0.0204001 2462:0.0184286 
3327:0.0205599 2133:0.00694691 2456:0.00671707 1205:0.00428136 2818:0.00331969 
3327:0.0153889 2552:0.0148832 2573:0.00928703 934:0.00874375 2970:0.00671893 
3327:0.0225445 2417:0.0116957 2573:0.00363832 3321:0.00324499 1922:0.00286497 
3327:0.0202414 2417:0.00568778 2762:0.00498725 1262:0.00461715 3367:0.00351899 
3168:0.0155141 1496:0.011499 1820:0.0111425 2203:0.00747518 1746:0.00390695 
1594:0.0403116 3327:0.0386994 2095:0.0123233 2098:0.0105969 1215:0.00686337 
3327:0.016117 1152:0.00614277 2984:0.00500078 2033:0.0035615 537:0.00241944 
3327:0.0193301 2047:0.0150105 1532:0.0133471 158:0.0120696 2838:0.00459994 
3327:0.0240768 718:0.00772 1773:0.00711054 769:0.00435262 1967:0.00338851 
2203:0.0744942 3327:0.0446322 3187:0.0145917 376:0.0138135 375:0.0134197 
3327:0.0267043 284:0.00598668 2226:0.00506033 2310:0.00476608 994:0.00347708 
1262:0.0743446 2788:0.0406458 3327:0.0365154 2696:0.0359607 3096:0.0296767 
3327:0.0452126 1461:0.0109113 1467:0.00729978 2573:0.00503489 1154:0.00457485 
3327:0.0268668 2203:0.0259443 3342:0.0139909 300:0.00961786 2417:0.00919588 
3327:0.024135 268:0.00676726 1215:0.00566478 3022:0.0019522 2203:0.00123767 
1627:0.0313032 3327:0.0227715 1496:0.0162157 2203:0.00693254 843:0.00287152 
3327:0.0252742 2050:0.0037408 3065:0.00144537 3361:0.00115183 2557:0.00115035 
3286:0.0351835 3225:0.0285092 3327:0.0278536 2142:0.0146277 2203:0.0108809 
3327:0.0147898 3363:0.00940414 2047:0.00901406 537:0.00825865 2033:0.00619693 
3327:0.0203514 3041:0.0150451 41:0.00847045 692:0.00633506 3083:0.00292254 
3327:0.0236155 2033:0.0189472 2582:0.00950264 290:0.00932988 2911:0.00850469 
3327:0.0712087 2614:0.068191 2203:0.0304521 1376:0.0118249 2740:0.0107833 
1202:0.0229007 3327:0.0191117 3373:0.0141345 2898:0.0125885 2910:0.0118282 
2447:0.0404097 3327:0.037655 2145:0.0064883 2609:0.00635205 1905:0.00395929 
3327:0.0176461 1344:0.0169605 1798:0.0141419 1145:0.0109612 1141:0.0103471 
642:0.0478881 1262:0.0303168 3327:0.0269053 1141:0.0145699 444:0.0111554 
2788:0.0286641 3327:0.0222811 891:0.00627896 1152:0.0057441 2203:0.00497453 
650:0.0192815 3327:0.0169427 1231:0.00620045 591:0.00568462 891:0.00560499 
1141:0.0193586 3327:0.0169144 3096:0.0092483 1145:0.00683338 1798:0.00619192 
3327:0.0217849 3049:0.00368664 1967:0.00285949 3342:0.00275848 2447:0.00262428 
3327:0.0171742 2818:0.00621987 2911:0.00315384 3297:0.00310389 2573:0.00253753 
3327:0.0194047 804:0.00145226 58:0.00135778 953:0.00106086 2483:0.0010583 
3327:0.0175514 505:0.00671732 2609:0.00670368 2203:0.00537375 2033:0.00419027 
3327:0.0252571 3182:0.0123538 1627:0.0066394 2759:0.00490852 2417:0.0047871 
3327:0.0307509 2910:0.0149356 241:0.00862581 2898:0.00525111 2609:0.00401254 
537:0.0507859 1136:0.0174778 969:0.00646966 1787:0.00528205 2047:0.00494541 
3327:0.0260559 2447:0.0193036 290:0.00686461 2685:0.0044085 2203:0.00392709 
3327:0.0192102 2133:0.0144036 3083:0.0135626 1391:0.00636165 2818:0.00208546 
3327:0.0141832 2447:0.0109264 537:0.00679884 2047:0.00616755 3285:0.0053188 
3327:0.0335162 3168:0.0159345 358:0.00815904 1496:0.00702852 2911:0.00416497 
3327:0.0170765 3187:0.014234 3350:0.0104013 1391:0.00964607 284:0.0086382 
3327:0.0251002 3168:0.0165533 650:0.0120062 2746:0.0117072 1496:0.00865931 
3327:0.0260012 2203:0.00628366 2227:0.0036699 3049:0.00294563 1496:0.00269707 
1958:0.0248382 3327:0.0198885 2573:0.0197975 1905:0.0152481 2456:0.00838583 
3327:0.0223628 537:0.00873889 2047:0.00334548 1943:0.0028402 2033:0.00201918 
3327:0.0127673 2609:0.00577904 1335:0.00258374 2788:0.00247767 1318:0.00144453 
3327:0.0184219 1818:0.0127779 2507:0.0101018 2696:0.00465841 1627:0.00447021 
3327:0.00237279 863:0.00209822 3049:0.0014334 2818:0.00133292 958:0.00133221 
284:0.0366009 3327:0.030382 1627:0.0264091 290:0.0144368 2248:0.0109294 
3327:0.0535946 896:0.0147765 1786:0.0132892 2898:0.0112177 1152:0.010984 
3327:0.01724 2788:0.0138343 2071:0.0133709 1335:0.0124418 3187:0.0091001 
3327:0.0189416 41:0.00210905 3157:0.00206283 2203:0.00186493 434:0.00176592 
3327:0.0181026 2462:0.00220683 2203:0.00165832 2788:0.00142179 953:0.00106086 
3327:0.0245947 1594:0.00372979 2054:0.00264926 2285:0.00106341 953:0.00106086 
2203:0.0242816 284:0.0135515 3327:0.0125347 491:0.00704542 1335:0.00693444 
3327:0.0238712 1335:0.00730502 2417:0.00473224 2186:0.00425669 284:0.00355874 
3327:0.0264321 1200:0.0210207 2573:0.0126728 1461:0.00711701 1203:0.00605957 
491:0.110361 1967:0.0772884 3327:0.0226077 2797:0.00581234 2685:0.00566587 
3327:0.0249595 2008:0.0167244 253:0.0150999 2364:0.0124832 2818:0.00946824 
3327:0.0230554 2573:0.013045 934:0.00457872 1987:0.00250285 33:0.0022353 
3083:0.0370684 3327:0.0217859 2960:0.0108055 1822:0.00448797 2959:0.00381228 
2417:0.043525 3327:0.043094 164:0.0411343 2203:0.0405897 2507:0.0343237 
2203:0.0705571 3327:0.048949 1851:0.0123166 1905:0.0117912 924:0.0111772 
2158:0.0245123 3327:0.0136194 2449:0.0092546 2911:0.00707491 2582:0.00679831 
3327:0.0223188 2203:0.0043363 433:0.00170989 953:0.00106086 3372:0.000912212 
2203:0.0295005 3327:0.0238089 336:0.00391268 1461:0.00320824 3216:0.00248787 
3327:0.0143146 1141:0.00936863 1145:0.00669783 2507:0.00610978 124:0.00518898 
3327:0.0202793 427:0.00780748 916:0.00708783 2203:0.00586124 424:0.00201542 
1847:0.0776521 2203:0.0683048 3327:0.0401883 2230:0.0256272 2661:0.024505 
3327:0.0648815 2112:0.0417136 3316:0.0383366 290:0.0322973 439:0.0293646 
1712:0.0129918 3327:0.0120344 2573:0.0115498 1711:0.00514425 2456:0.0050497 
3321:0.0219687 2227:0.0148093 2696:0.0146895 3327:0.0139391 2762:0.012226 
3286:0.0234611 3327:0.0164157 1627:0.0111964 2417:0.0108952 211:0.00700606 
2696:0.0211416 3327:0.0210924 1627:0.0194511 224:0.0193824 650:0.0176513 
2788:0.0117883 2917:0.00987408 1197:0.00951999 1215:0.00700509 3292:0.00653189 
3327:0.0251994 736:0.0193252 952:0.0192365 580:0.00897739 737:0.00853084 
1798:0.0130728 3203:0.00782813 3354:0.00782813 2685:0.00483674 2970:0.00370216 
3327:0.0254514 2203:0.00526868 3096:0.00310277 597:0.00249526 2292:0.00212877 
3327:0.00997406 174:0.00953822 1215:0.00680196 537:0.00511381 1912:0.00417912 
3327:0.0255976 2573:0.00956238 3298:0.00662981 3153:0.00592594 2203:0.00467443 
3327:0.0431541 190:0.0198201 191:0.0144847 1461:0.0143534 2814:0.00707935 
3049:0.0222695 2507:0.0161984 3327:0.0110329 1141:0.0110092 3050:0.00840789 
3327:0.0312076 1627:0.0135897 769:0.0106619 2203:0.00992757 336:0.00903623 
3327:0.0232786 1141:0.0216631 891:0.0110675 1145:0.00604947 2203:0.00283191 
3327:0.0241995 253:0.022499 2033:0.00983195 2008:0.00609875 3373:0.00564014 
3327:0.0152924 2417:0.00953604 1798:0.00428355 2710:0.00270978 2203:0.00239678 
3327:0.0205401 2417:0.00823063 284:0.0078473 3111:0.00505013 224:0.00446012 
1912:0.0247994 3327:0.016367 2417:0.0162454 1215:0.00767452 1627:0.00730686 
1057:0.08025 1964:0.07435 2685:0.0655807 1058:0.0633423 3321:0.0428008 
253:0.0604894 2008:0.0200526 3327:0.018895 3065:0.00679293 1627:0.00559559 
3327:0.0227063 994:0.0172036 2417:0.0115991 2047:0.0109266 158:0.00860583 
1375:0.0509671 3194:0.0507429 3191:0.049622 1374:0.0469632 994:0.0401247 
3327:0.0255605 2746:0.0217905 1182:0.0206693 1627:0.00991197 3111:0.00745498 
3327:0.0243596 1627:0.0114798 2417:0.0107451 491:0.00989679 3187:0.00690159 
3327:0.0194495 3321:0.017035 2818:0.00731307 273:0.00281945 2742:0.00281942 
3327:0.0165963 2447:0.0149845 1905:0.0130588 1958:0.0118613 2609:0.0111107 
3327:0.0174437 994:0.00786691 2417:0.00542271 1215:0.00450085 1449:0.00311896 
323:0.0416373 2933:0.0356308 3327:0.0243571 2788:0.0241126 3214:0.0148864 
3327:0.0239343 1141:0.0208662 1627:0.0193339 1152:0.0175511 2447:0.00785608 
2552:0.0148821 1057:0.0137045 3096:0.0120574 2971:0.0103679 2970:0.00967755 
1078:0.153388 1077:0.142582 3327:0.0908972 234:0.0215553 2435:0.00432902 
3327:0.0180352 3085:0.0171829 2071:0.0145858 2970:0.0131125 2971:0.0125103 
3327:0.0169901 2609:0.00685629 3057:0.00484757 288:0.00468477 2475:0.00398288 
3327:0.0172094 727:0.00852863 2933:0.0084276 729:0.00738254 2456:0.00485174 
3327:0.0185857 2788:0.00569005 444:0.00307724 601:0.00194725 1356:0.00183062 
3327:0.0135521 2203:0.00761341 2462:0.00597554 3096:0.00421764 2071:0.00325103 
3327:0.0329317 1627:0.00939345 2447:0.00709252 3373:0.00636347 290:0.00450906 
284:0.0644289 3327:0.0217192 2379:0.0141253 2417:0.00958112 1627:0.00820156 
3327:0.0318619 2456:0.0107348 3187:0.0102325 1461:0.00484329 1335:0.00370975 
3327:0.0190315 2609:0.0162237 2788:0.0146689 2463:0.0121218 348:0.0121218 
3327:0.0180626 2447:0.00527068 2417:0.0031508 2849:0.00281838 3373:0.00168528 
2203:0.0651046 3327:0.0484773 336:0.00688214 2513:0.00581304 2710:0.00516597 
3327:0.0296424 1467:0.0236888 1461:0.0213456 483:0.00584916 2750:0.00562098 
3327:0.0268309 1798:0.0060491 1243:0.00468264 837:0.00337803 641:0.00330638 
1905:0.0374715 1906:0.0315596 1958:0.0262662 3327:0.0237104 1731:0.017564 
3327:0.0302594 2203:0.0217821 2417:0.00856668 3321:0.00332697 2447:0.00311181 
3327:0.0216839 284:0.0162086 433:0.00364608 2710:0.0031195 301:0.0029132 
3327:0.0168262 580:0.0122596 1171:0.00765284 2609:0.00617467 2604:0.0054761 
3327:0.0153943 284:0.00473113 2227:0.00395881 224:0.00197252 3373:0.00179997 
3327:0.0412269 1197:0.0224954 1436:0.0155339 1152:0.0127064 635:0.00650157 
3327:0.0261852 1171:0.010778 966:0.00554617 2462:0.00538647 1827:0.00391252 
3327:0.0215558 1437:0.016307 2417:0.0102144 2203:0.00484992 969:0.00340139 
1461:0.0365969 2507:0.028345 3327:0.0192108 3280:0.0147287 2071:0.0144912 
3327:0.0142284 1584:0.00744272 122:0.00399746 3110:0.00368171 2180:0.00335421 
3327:0.0376579 635:0.0200925 2788:0.00922443 2685:0.00781093 632:0.00699098 
3327:0.0258545 2133:0.0248164 3350:0.022649 2818:0.00944355 3216:0.00468437 
3327:0.025931 1594:0.0164281 2609:0.0141993 245:0.0109833 2383:0.00815749 
3327:0.0170953 2911:0.00192842 1417:0.00146428 3208:0.00128898 953:0.00106086 
769:0.0170365 3110:0.00653592 953:0.00106086 3361:0.000874152 1059:0.000709412 
1467:0.0204436 3327:0.0191091 1461:0.0188441 574:0.00446594 1469:0.00296799 
2762:0.0172525 2696:0.0145644 892:0.0144082 3367:0.0139691 3327:0.0118058 
1627:0.0210751 1252:0.0195967 1413:0.016883 197:0.01607 1101:0.0135574 
2507:0.0384645 3327:0.0234392 327:0.0225278 1206:0.0183757 2696:0.0153397 
994:0.0536762 3327:0.032617 2710:0.00898096 1746:0.00504927 2656:0.00435118 
3327:0.00809467 526:0.00361672 1461:0.00357188 2762:0.00344101 284:0.00312106 
2203:0.0238839 3327:0.0210134 3187:0.0128275 3321:0.00632627 1335:0.0061442 
1819:0.0291648 1496:0.0243051 2373:0.0222488 3168:0.018899 3323:0.00951623 
3327:0.0245773 3187:0.0204666 483:0.0149611 1152:0.00882251 2417:0.00685603 
1627:0.00761398 2203:0.00310337 2421:0.00255903 483:0.00246179 3373:0.00232816 
3327:0.0201202 1154:0.00535197 1202:0.00457723 580:0.00380354 3187:0.00243208 
3327:0.0174597 2759:0.0085613 3187:0.00615543 2417:0.00590428 284:0.00283468 
3327:0.0258512 1627:0.0114237 3286:0.00922361 211:0.00715468 2818:0.00652461 
3327:0.0206408 2417:0.00970993 1742:0.00780793 2507:0.00660531 2759:0.00401263 
3327:0.0222996 924:0.0142628 624:0.00748851 2155:0.00747213 1237:0.00745576 
3327:0.0173407 2417:0.004784 2818:0.00141285 3176:0.0012945 3373:0.00114805 
3327:0.0250316 2203:0.00592763 1627:0.0057581 2675:0.00435615 1335:0.00427089 
370:0.0400038 2911:0.0263282 3083:0.0232072 3136:0.0209514 2337:0.0192087 
3327:0.0167725 1141:0.00585779 2417:0.00582305 2818:0.00223895 2507:0.00177334 
3327:0.0285421 2447:0.0222149 1262:0.0184937 2898:0.00798683 2788:0.00748832 
3327:0.0205479 2203:0.0149105 165:0.0105595 164:0.00661085 301:0.00534965 
3327:0.0337892 2417:0.0201544 344:0.00597565 2507:0.00466049 2203:0.00306947 
3327:0.0192558 483:0.00746704 491:0.00738949 3085:0.00582088 1318:0.0046186 
3327:0.02332 2573:0.0179027 3083:0.00792709 769:0.00360651 2262:0.00314577 
3327:0.0205249 2047:0.0113146 2609:0.0106706 468:0.00556606 2203:0.0042097 
2297:0.0212439 3343:0.0188272 727:0.01591 3327:0.0154258 1504:0.0134287 
2696:0.0459892 650:0.0257906 3327:0.020789 649:0.0167343 2100:0.0141417 
2447:0.0343691 3327:0.02145 2609:0.00928062 649:0.00512893 1627:0.00461905 
3327:0.0167342 1461:0.0133706 1467:0.0124128 3083:0.0054336 1905:0.00432397 
3327:0.0200035 3083:0.0104376 1584:0.00881636 3216:0.00878641 3350:0.00615524 
3327:0.0119365 2447:0.00969725 1732:0.00625767 1731:0.00593773 2762:0.00551376 
642:0.0446169 3327:0.0243012 2507:0.0224052 1535:0.00692285 1766:0.00483484 
2933:0.0489851 3327:0.0278981 2788:0.013463 1215:0.0130817 2227:0.00831284 
3327:0.0177377 2796:0.00820381 3065:0.0080018 1627:0.00695127 2417:0.00633071 
2447:0.0524213 3327:0.026507 1905:0.0258361 1958:0.0154137 1987:0.0109421 
3327:0.017903 3363:0.00469594 555:0.00340676 1845:0.00320394 3110:0.00297282 
3327:0.0230577 2417:0.0168909 2818:0.0108167 1575:0.00904487 2762:0.00614476 
3327:0.0206466 483:0.0206167 491:0.014039 2456:0.00779322 832:0.00347003 
3327:0.0498603 1202:0.0220728 1215:0.0170779 670:0.0151561 3373:0.0131219 
1976:0.0214938 3327:0.0157568 1205:0.00847539 3373:0.00836509 344:0.00823815 
3327:0.0274695 1594:0.0220278 2203:0.0077578 2609:0.00583011 2095:0.00374763 
3327:0.0215851 2573:0.00686468 2762:0.00346503 3297:0.00293269 3367:0.00250875 
483:0.0356161 2573:0.0197343 3327:0.0176412 1575:0.00821191 1845:0.00820974 
3327:0.0413077 284:0.0161711 2203:0.00404765 3373:0.00382571 3176:0.00320648 
190:0.0296814 2073:0.0186763 3327:0.0182282 2788:0.0162445 191:0.0156812 
3327:0.0308466 2203:0.0109911 2071:0.00944817 2573:0.00867098 2075:0.00804667 
3110:0.0565012 3327:0.0547941 58:0.0501378 804:0.0468136 1136:0.008289 
3327:0.0212695 2788:0.014936 2098:0.00869464 505:0.00695819 2827:0.00674734 
3327:0.0196955 1594:0.0113972 2710:0.0105853 1650:0.00610287 1967:0.0045467 
3327:0.0432072 574:0.0335268 1467:0.0221206 1461:0.0220299 2842:0.011543 
3327:0.0220886 2417:0.00875157 492:0.00711987 2447:0.00645719 2203:0.00500191 
1594:0.0495193 3327:0.0476685 2098:0.0206332 2095:0.0119494 896:0.0118845 
3327:0.0188583 3361:0.00438343 2762:0.00318325 2227:0.00209814 3367:0.0020417 
3049:0.0335525 3327:0.0266852 3050:0.0227691 2712:0.0115563 126:0.010666 
2297:0.0539054 3327:0.0203034 2788:0.0152403 1152:0.00578437 2818:0.00526223 
2203:0.0284096 2759:0.0222305 3327:0.0188276 679:0.00928533 2417:0.00889302 
3327:0.025581 1159:0.0129949 224:0.00791351 1627:0.00363599 2203:0.00240853 
1344:0.0772519 3327:0.0421707 1141:0.0174304 2417:0.0123919 1798:0.012226 
3022:0.0243496 1197:0.0236463 2917:0.016911 2462:0.0163331 3327:0.0130594 
1905:0.0702111 3327:0.0352859 1958:0.0334893 3361:0.0316871 1967:0.0130757 
2013:0.0901629 558:0.0872464 3321:0.0723992 3327:0.0202289 2203:0.00203666 
3327:0.0244173 2573:0.00873044 1461:0.0060864 190:0.00464855 769:0.00210185 
2203:0.0224429 2417:0.0223155 292:0.0115197 3187:0.00744866 2924:0.00476048 
290:0.0117684 2609:0.0116584 1152:0.00689289 2227:0.00629036 2033:0.00615796 
3327:0.027397 2788:0.0126027 572:0.0101305 684:0.00500922 1154:0.0038373 
3327:0.0187579 1497:0.0119813 2788:0.00462674 284:0.00448008 1496:0.003873 
3327:0.0188723 2609:0.0135156 284:0.0127854 2447:0.0127668 151:0.0118742 
3327:0.0260408 1818:0.0125471 1496:0.0113699 843:0.00916448 1627:0.00853914 
3327:0.0296001 1192:0.0168166 1905:0.0136843 707:0.00657616 1627:0.00644926 
692:0.0652922 41:0.0615799 1301:0.0614441 841:0.0579325 1243:0.0242296 
3168:0.0209135 3327:0.0184342 1976:0.0143272 284:0.0111364 491:0.00938988 
2818:0.0288744 3327:0.0211097 124:0.00273196 537:0.00180127 340:0.00121825 
3327:0.0299265 650:0.0284212 419:0.0180567 2696:0.0178109 491:0.015017 
3327:0.0320211 483:0.026054 1982:0.0154014 491:0.012623 2203:0.010793 
3327:0.0177672 2133:0.00964158 2047:0.00320476 290:0.00118733 953:0.00106086 
2376:0.058189 1594:0.0498732 2098:0.0449863 1077:0.0277846 3327:0.015817 
1192:0.0532236 1964:0.0429145 3196:0.036121 3083:0.0241617 3327:0.0157667 
2447:0.0226248 361:0.0216177 3327:0.0190074 702:0.0184341 745:0.0183948 
3327:0.0278906 1958:0.0259282 1905:0.025263 1205:0.0182079 463:0.0096535 
3327:0.0520363 787:0.0134962 2573:0.012899 190:0.0125791 1967:0.00624306 
3327:0.0227183 2462:0.00549652 3065:0.00479183 1171:0.0035715 3350:0.00267002 
3327:0.0143511 2260:0.0113051 2633:0.0109166 2203:0.0108139 3065:0.00563808 
3327:0.0184677 284:0.0182456 2456:0.0103977 2417:0.00532742 2202:0.00391991 
3327:0.0201678 2661:0.0100115 537:0.00888935 1496:0.00520034 3348:0.00419722 
1467:0.0339036 1461:0.0217475 3327:0.0200972 2685:0.0107148 1469:0.0033532 
3327:0.0451732 1376:0.0381252 236:0.0191102 3187:0.0112848 2036:0.00908186 
3327:0.0435616 284:0.012909 2417:0.0125817 1976:0.00778991 3373:0.00741878 
3327:0.0239057 2911:0.0097249 1627:0.00326575 1680:0.0027741 3049:0.00266813 
1594:0.0312648 3327:0.0229727 2095:0.0118859 1106:0.0118759 2609:0.0116223 
2910:0.0229558 2898:0.0207007 3327:0.0177091 2507:0.00714752 2609:0.00508827 
2573:0.0393759 3327:0.0284175 2071:0.0160296 1746:0.00946434 2417:0.00885761 
3327:0.026104 3083:0.00880425 2203:0.00647998 2417:0.00421459 736:0.00401416 
3327:0.0423936 3168:0.01579 1496:0.0112078 284:0.00749294 2203:0.00442953 
3327:0.23033 1376:0.213862 1893:0.178206 826:0.0138737 2649:0.0107909 
3327:0.0234461 2818:0.00637249 2609:0.00593462 1419:0.00400382 1707:0.0020091 
3327:0.0303917 1594:0.0288415 2095:0.0185911 2098:0.0122161 1044:0.00794085 
572:0.0258419 2788:0.0216176 1135:0.0117366 3327:0.0115865 684:0.0070769 
1905:0.0331478 3327:0.0273694 1542:0.0206315 3373:0.0132643 1205:0.0108446 
3327:0.127836 1627:0.0335589 211:0.0305388 2891:0.0229989 2507:0.0154598 
3327:0.0149551 2977:0.00993372 537:0.00887899 1461:0.00506445 1141:0.0039008 
3327:0.0157487 1798:0.0113166 1344:0.00402319 3049:0.00324486 1967:0.00283695 
903:0.0596662 2168:0.0582156 3361:0.0571181 1346:0.0568221 3327:0.0520653 
3327:0.0463433 1335:0.00879695 891:0.00644362 2417:0.00589957 3187:0.00571193 
3327:0.022349 3358:0.00883634 1627:0.00858613 2733:0.00515161 3333:0.00451457 
2496:0.034937 2417:0.0294915 3327:0.0247337 1205:0.0221535 2493:0.0215055 
3327:0.0139078 2788:0.00629728 1262:0.00372224 2248:0.00325216 2584:0.00204708 
3327:0.0373056 3187:0.0259746 3298:0.0105069 2047:0.00956766 2203:0.00756323 
3327:0.0164541 3208:0.00667027 621:0.00593659 1192:0.00542025 593:0.00447024 
1659:0.0222912 3327:0.0213217 1964:0.0203539 58:0.00506637 2203:0.00237186 
1627:0.027501 3327:0.0205214 3187:0.00677907 1231:0.00441315 2614:0.00321668 
3327:0.019291 2573:0.010271 33:0.00972213 1967:0.00451309 2133:0.00438433 
3327:0.0145215 1584:0.00968547 2788:0.00826265 3065:0.0080774 1716:0.00660928 
3327:0.0269883 2203:0.0135876 3041:0.00672276 1941:0.00582074 3291:0.00538629 
3327:0.0610607 1958:0.0457354 1542:0.0426385 1205:0.0344638 1905:0.0328533 
3327:0.0223004 2911:0.0122158 2552:0.00854967 2573:0.00801092 2788:0.00612409 
2609:0.0251931 3327:0.0242767 2447:0.017858 2503:0.00816803 2507:0.00520914 
